#Table1
bestObjID,ra,dec,z,class,z1,velDisp,velDispErr,survey
1237654604792529329,168.56105,4.3660174,0.2371657,GALAXY,0.2371657,197.3002,13.9007,boss
1237655124465353160,168.41979,4.1094345,0.368775,GALAXY,0.368775,301.3236,37.07172,boss
1237655124467384992,173.02278,4.2473717,0.5566706,GALAXY,0.5566706,233.4192,45.48282,boss
1237655124467384663,172.99757,4.1396956,0.5100055,GALAXY,0.5100055,170.665,29.05371,boss
1237654604794495739,173.04728,4.285237,0.556897,GALAXY,0.556897,206.8838,35.32947,boss
1237655124467384682,173.00249,4.2449438,0.5562382,GALAXY,0.5562382,181.0198,38.23093,boss
1237654604794495488,172.97564,4.2778517,0.3419845,GALAXY,0.3419845,211.7118,17.70471,boss
1237651754544006201,172.77318,2.9771883,0.5268137,GALAXY,0.5268137,298.6569,29.12583,boss
1237651754544070660,172.78975,2.9556262,0.2368103,GALAXY,0.2368103,0,37.37135,boss
1237651754544005888,172.74882,3.0641436,0.5287768,GALAXY,0.5287768,180.0719,23.30495,boss
1237654030865989704,172.76285,3.1875427,0.2336112,GALAXY,0.2336112,205.0016,14.27505,boss
1237651754544071413,172.813,2.9839688,0.5252461,GALAXY,0.5252461,277.7062,32.01441,boss
1237654030865989885,172.7237,3.1524951,0.2302033,GALAXY,0.2302033,237.7168,14.84348,boss
1237654030865989844,172.77615,3.1306701,0.028665,GALAXY,0.028665,91.38351,4.294025,boss
1237654030865990296,172.78916,3.2246272,0.3962268,GALAXY,0.3962268,226.4843,28.08098,boss
1237654031402926371,172.98462,3.5965824,0.2352998,GALAXY,0.2352998,214.4802,12.17152,boss
1237654031402926919,172.95604,3.5923303,0.5882396,GALAXY,0.5882396,223.0701,33.79863,boss
1237654031402861229,172.77622,3.5222121,0.4686741,GALAXY,0.4686741,217.4847,31.29294,boss
1237651755080876406,172.66765,3.4225186,0.4670568,GALAXY,0.4670568,268.445,30.53302,boss
1237655123930382729,172.76687,3.7964093,0.4871333,GALAXY,0.4871333,215.7289,31.41636,boss
1237655123930382774,172.81133,3.7382263,0.3449818,GALAXY,0.3449818,201.029,14.75893,boss
1237655123930317408,172.65442,3.811025,0.5212421,GALAXY,0.5212421,189.0816,29.81036,boss
1237654604257493155,172.68973,3.9234895,0.350793,GALAXY,0.350793,208.1068,17.04033,boss
1237654604257493814,172.72866,3.9667538,0.635021,GALAXY,0.635021,374.7868,80.42841,boss
1237655123930317400,172.65083,3.7619537,0.5532309,GALAXY,0.5532309,228.8737,39.05926,boss
1237654604257493108,172.65516,3.9064073,0.3933617,GALAXY,0.3933617,202.5222,15.74446,boss
1237654604257493709,172.67379,3.8578635,0.5536481,GALAXY,0.5536481,197.2367,28.98213,boss
1237654604257493235,172.74264,4.0427088,0.0916393,GALAXY,0.0916393,139.4978,45.06149,boss
1237655124467253901,172.81869,4.1317659,0.638166,GALAXY,0.638166,59.14274,53.69249,boss
1237655124467319117,172.85952,4.2434778,0.6568586,GALAXY,0.6568586,251.0705,58.41401,boss
1237655124467253366,172.79695,4.2139867,0.1655447,GALAXY,0.1655447,107.2726,17.58136,boss
1237654604794364535,172.72565,4.3471376,0.6215325,GALAXY,0.6215325,281.9524,69.68057,boss
1237651754543940526,172.4933,2.9117734,0.539021,GALAXY,0.539021,207.5452,33.61538,boss
1237651754543940346,172.5884,2.9044257,0.4422861,GALAXY,0.4422861,172.9079,28.45259,boss
1237654030865924626,172.66316,3.162599,0.5241054,GALAXY,0.5241054,216.9066,34.72318,boss
1237651754543940557,172.51335,2.9644663,0.6533824,GALAXY,0.6533824,291.2144,54.29972,boss
1237651754543940206,172.53339,2.9238038,0.5218512,GALAXY,0.5218512,85.90407,30.08976,boss
1237651755080810649,172.60597,3.3298434,0.6524423,GALAXY,0.6524423,427.4443,52.1239,boss
1237651754543939856,172.57358,3.0161061,0.3015679,GALAXY,0.3015679,160.6851,35.73914,boss
1237651755080876319,172.62514,3.4546841,0.5235159,GALAXY,0.5235159,232.0598,24.93464,boss
1237651754543940065,172.48568,2.9891001,0.4650958,GALAXY,0.4650958,198.2738,29.82201,boss
1237651754544005531,172.65513,2.9970494,0.5317692,GALAXY,0.5317692,201.3155,29.35039,boss
1237651755080811142,172.61349,3.4851881,0.2928754,GALAXY,0.2928754,259.2109,21.69604,boss
1237651755080811260,172.54367,3.454349,0.5238104,GALAXY,0.5238104,196.6287,30.49417,boss
1237651755080811082,172.59371,3.4673306,0.4829136,GALAXY,0.4829136,212.247,32.18886,boss
1237655123930317109,172.58985,3.6383231,0.5237646,GALAXY,0.5237646,239.1806,28.37419,boss
1237654030865859111,172.48994,3.2765111,0.4500466,GALAXY,0.4500466,284.8744,23.21219,boss
0,172.55393,3.4211094,0.4643588,GALAXY,0.4643588,0,0,boss
1237654031402729988,172.54172,3.5307718,0.3943953,GALAXY,0.3943953,251.8537,53.52697,boss
1237655123930251434,172.49907,3.6757189,0.5085342,GALAXY,0.5085342,295.1083,22.20403,boss
0,172.56278,3.736092,0.2454541,GALAXY,0.2454541,345.375,226.2742,boss
1237655123930317123,172.60103,3.8180108,0.5933108,GALAXY,0.5933108,209.8829,32.64287,boss
1237655123930317133,172.61551,3.7068476,0.5534046,GALAXY,0.5534046,190.8053,30.24526,boss
1237654604257427987,172.54328,3.9597739,0.5985669,GALAXY,0.5985669,216.8329,41.42937,boss
1237654604257493301,172.63121,3.8645589,0.5359091,GALAXY,0.5359091,241.2325,43.49818,boss
1237655124467187847,172.64351,4.166796,0.06208564,GALAXY,0.06208564,36.31841,60.3237,boss
1237655123930317095,172.57512,3.7924501,0.5377436,GALAXY,0.5377436,279.8958,35.22657,boss
1237654604257428165,172.49403,3.9367216,0.4857288,GALAXY,0.4857288,212.4565,38.51789,boss
1237654604257428427,172.62413,3.9398354,0.5365391,GALAXY,0.5365391,326.1495,46.90691,boss
1237654604257427654,172.48726,3.9834507,0.3013046,GALAXY,0.3013046,241.3824,17.45561,boss
1237654604257428003,172.55136,4.0109464,0.5212488,GALAXY,0.5212488,299.89,40.85809,boss
1237654604257428055,172.59387,3.8605285,0.5377452,GALAXY,0.5377452,325.4863,62.49332,boss
1237654604794299113,172.49498,4.3011743,0.647924,GALAXY,0.647924,197.3878,37.78327,boss
1237654604794298848,172.53288,4.2929396,0.5206226,GALAXY,0.5206226,250.3857,68.16229,boss
1237654604794299047,172.60686,4.2660981,0.2639976,GALAXY,0.2639976,151.5387,26.86895,boss
1237654030865858966,172.42932,3.1801268,0.5400895,GALAXY,0.5400895,17.23439,55.43671,boss
1237651754543874678,172.40587,2.899375,0.306778,GALAXY,0.306778,222.3988,17.24548,boss
1237654031402664554,172.38585,3.5130291,0.4740692,GALAXY,0.4740692,239.0329,62.25634,boss
1237651754543874264,172.40156,3.0476576,0.2373777,GALAXY,0.2373777,205.8563,13.71069,boss
1237654030865859367,172.44838,3.2027968,0.6039547,GALAXY,0.6039547,76.06431,55.60384,boss
1237654030865793695,172.3907,3.0765546,0.5920835,GALAXY,0.5920835,455.2215,207.8623,boss
1237651754543874223,172.44503,2.9169968,0.236899,GALAXY,0.236899,248.9466,10.78199,boss
1237651755080680055,172.30056,3.3396461,0.4493122,GALAXY,0.4493122,286.3907,48.39605,boss
1237651754543874306,172.46353,2.9382383,0.2353465,GALAXY,0.2353465,249.7597,14.76411,boss
1237651755080745285,172.32422,3.4193527,0.4508412,GALAXY,0.4508412,196.3043,21.97044,boss
1237651755080745362,172.35106,3.4162508,0.5422515,GALAXY,0.5422515,217.0625,36.38008,boss
1237654031402664727,172.35502,3.5314392,0.5365043,GALAXY,0.5365043,213.4135,38.68641,boss
1237654031402664415,172.33364,3.5386236,0.6768491,GALAXY,0.6768491,180.0402,39.78918,boss
1237654031402664353,172.30022,3.5490128,0.4494801,GALAXY,0.4494801,290.7902,40.94161,boss
1237651755080745017,172.452,3.3046551,0.108614,GALAXY,0.108614,322.5878,6.306352,boss
1237651754543874808,172.44546,2.975131,0.5385438,GALAXY,0.5385438,266.5905,39.1703,boss
1237651754543874312,172.4747,2.9199665,0.2303541,GALAXY,0.2303541,218.7493,8.413801,boss
1237655123930186261,172.28628,3.6453313,0.4486139,GALAXY,0.4486139,118.5785,47.59713,boss
0,172.31407,3.6628555,0.1970853,GALAXY,0.1970853,0,98.19463,boss
1237655123930186167,172.35402,3.7768002,0.5220923,GALAXY,0.5220923,238.1155,27.51575,boss
1237655123930251530,172.39439,3.7082958,0.5304001,GALAXY,0.5304001,117.9358,26.3243,boss
1237655123930186099,172.28277,3.8057797,0.1888794,GALAXY,0.1888794,125.6265,24.42819,boss
1237654604257296932,172.23589,3.9572145,0.5193998,GALAXY,0.5193998,247.8884,58.18182,boss
1237654604257297073,172.3122,3.8949559,0.642737,GALAXY,0.642737,135.2063,53.51949,boss
1237654604257296658,172.21359,3.8926329,0.3536616,GALAXY,0.3536616,201.4509,22.74773,boss
1237654604257362379,172.38039,3.9912351,0.7062196,GALAXY,0.7062196,267.3521,85.95445,boss
1237654604257296652,172.19636,3.8804095,0.3660036,GALAXY,0.3660036,227.5888,16.48806,boss
1237654604257362650,172.3563,3.9138909,0.688867,GALAXY,0.688867,203.579,31.09142,boss
1237655124467056691,172.36761,4.1083156,0.4166943,GALAXY,0.4166943,274.6194,36.65831,boss
1237655124467122467,172.38142,4.0887949,0.5951028,GALAXY,0.5951028,192.1472,33.68048,boss
1237655124467057016,172.27341,4.1236825,0.59648,GALAXY,0.59648,263.1665,74.64096,boss
1237655124467056869,172.28865,4.0549918,0.4297615,GALAXY,0.4297615,212.2549,29.42101,boss
1237654604794167485,172.31024,4.3224842,0.5598722,GALAXY,0.5598722,285.6307,27.09433,boss
0,171.32138,4.3032083,0.5119199,GALAXY,0.5119199,38.54699,72.31754,boss
1237655124466663726,171.33897,4.1645877,0.4496541,GALAXY,0.4496541,191.0974,41.61111,boss
1237655124466598397,171.28074,4.1564534,0.6126319,GALAXY,0.6126319,334.3398,94.15838,boss
1237654604793774815,171.41475,4.3161359,0.5206046,GALAXY,0.5206046,250.6611,64.05126,boss
1237655125003534608,171.36179,4.4709037,0.5288001,GALAXY,0.5288001,319.1471,55.52845,boss
0,171.3198,4.4463975,0.4954526,GALAXY,0.4954526,132.8899,68.53647,boss
1237655124466598553,171.2369,4.1780308,0.6299632,GALAXY,0.6299632,275.6348,41.3601,boss
1237654604793774557,171.30676,4.4337478,0.4664876,GALAXY,0.4664876,272.2322,69.97984,boss
1237654604793709607,171.22556,4.3054218,0.594467,GALAXY,0.594467,175.1331,51.56597,boss
1237655123929661779,171.15654,3.7992228,0.5365044,GALAXY,0.5365044,207.4995,33.50097,boss
1237651755080221062,171.19222,3.3787836,0.3556367,GALAXY,0.3556367,224.1302,22.01615,boss
1237651755080155767,171.04909,3.2848047,0.5190427,GALAXY,0.5190427,167.5674,60.29156,boss
1237651755080155191,171.10107,3.3252678,0.004647329,GALAXY,0.004647329,61.07574,14.2796,boss
1237651755080220879,171.16161,3.3932921,0.2196065,GALAXY,0.2196065,235.095,15.69514,boss
1237651755080221087,171.19606,3.4529433,0.2734056,GALAXY,0.2734056,18.50496,71.28735,boss
0,171.19232,3.513736,0.01424366,GALAXY,0.01424366,0,0,boss
1237654604256903531,171.30968,3.8608587,0.4160471,GALAXY,0.4160471,185.7355,26.48974,boss
1237654604256903975,171.29311,3.886127,0.5942146,GALAXY,0.5942146,186.284,63.12239,boss
1237655123929661750,171.13547,3.6973779,0.5077004,GALAXY,0.5077004,190.7885,44.7039,boss
1237655123929792658,171.40989,3.7448922,0.2528603,GALAXY,0.2528603,181.3369,16.30278,boss
1237654604256838428,171.17553,3.8591929,0.5371772,GALAXY,0.5371772,200.4473,35.79499,boss
1237655123929661728,171.12387,3.6525916,0.3724956,GALAXY,0.3724956,242.4746,25.34499,boss
1237654604256838085,171.16331,3.8744478,0.4953444,GALAXY,0.4953444,181.5582,30.16319,boss
1237655124466532916,171.15039,4.0537183,0.5176729,GALAXY,0.5176729,212.3231,45.49661,boss
1237654604256772515,171.01019,3.9473994,0.4963591,GALAXY,0.4963591,252.0371,43.15664,boss
0,171.10349,4.1043359,0.428417,GALAXY,0.428417,0,169.5997,boss
1237655124466598194,171.18987,4.2119111,0.5903333,GALAXY,0.5903333,370.2407,79.23608,boss
0,171.09998,4.3274574,0.2848715,GALAXY,0.2848715,13.4587,122.8953,boss
1237655124466532833,171.1121,4.1721602,0.2818366,GALAXY,0.2818366,167.549,37.59766,boss
1237654604793643230,171.06471,4.3290317,0.2577477,GALAXY,0.2577477,248.0214,16.18185,boss
1237655124466532765,171.08024,4.2154277,0.3242604,GALAXY,0.3242604,203.0553,21.37899,boss
1237654604793709036,171.13457,4.2582512,0.5895031,GALAXY,0.5895031,291.5573,110.5422,boss
0,171.1038,4.3504251,0.05549688,GALAXY,0.05549688,850,-3,boss
1237654604793709048,171.13711,4.3391622,0.4676549,GALAXY,0.4676549,162.3956,45.12416,boss
1237654604793643530,171.03849,4.3842063,0.5241238,GALAXY,0.5241238,365.0355,83.20815,boss
1237654604793643335,171.08835,4.4298919,0.7592123,GALAXY,0.7592123,634.8837,109.1191,boss
1237651755080155478,170.99904,3.3585202,0.5234258,GALAXY,0.5234258,298.639,59.58711,boss
1237654030865137967,170.85965,3.1888411,0.3324236,GALAXY,0.3324236,189.3041,23.46543,boss
1237651755080155481,171.00311,3.2715412,0.3565087,GALAXY,0.3565087,234.5561,23.67126,boss
1237651755080155453,170.98199,3.2756753,0.4207752,GALAXY,0.4207752,260.1834,30.53024,boss
1237651755080089813,170.83926,3.390153,0.2572764,GALAXY,0.2572764,169.9526,65.66261,boss
1237651755080090028,170.93808,3.4352018,0.5872047,GALAXY,0.5872047,216.1638,46.60249,boss
1237651755080155348,171.01226,3.3376535,0.2489615,GALAXY,0.2489615,248.1967,14.88565,boss
1237648720148431718,160.42989,-1.0006263,0.5928521,GALAXY,0.5928521,221.76,24.04181,boss
1237648720148300581,160.21688,-0.91047168,0.549349,GALAXY,0.549349,134.8748,16.5201,boss
1237654669203210772,160.2108,-0.68629661,0.6840424,GALAXY,0.6840424,225.2048,42.70845,boss
1237654669203145458,160.17622,-0.68015085,0.6809987,GALAXY,0.6809987,247.9699,30.24526,boss
1237654669203211063,160.19873,-0.70211383,0.5479786,GALAXY,0.5479786,348.3134,49.49506,boss
1237648720685367940,160.61994,-0.4214673,0.5616847,GALAXY,0.5616847,211.2367,21.32386,boss
1237648720685368226,160.64364,-0.42125109,0.6138743,GALAXY,0.6138743,225.5665,23.09521,boss
1237654669740212687,160.53046,-0.40294487,0.539583,GALAXY,0.539583,240.2518,38.71471,boss
1237648721222239133,160.6548,-0.13370771,0.644708,GALAXY,0.644708,202.4243,23.73955,boss
1237654669740278175,160.68988,-0.28422381,0.5139981,GALAXY,0.5139981,202.7471,32.43595,boss
1237648721222239077,160.63071,-0.090435558,0.5936543,GALAXY,0.5936543,143.5196,42.91148,boss
1237654669740212550,160.59419,-0.2306859,0.7318546,GALAXY,0.7318546,850,-3,boss
1237648721222304636,160.69449,-0.10394368,0.640835,GALAXY,0.640835,182.9781,30.95438,boss
1237648721222238746,160.52979,-0.18486902,0.5920773,GALAXY,0.5920773,228.2734,23.92193,boss
1237648721222238636,160.57092,-0.18821368,0.4855236,GALAXY,0.4855236,254.6914,22.68534,boss
0,160.29771,-0.67846961,0.07882057,GALAXY,0.07882057,0,0,boss
1237654670277149221,160.70847,0.031884142,0.5693167,GALAXY,0.5693167,228.7003,41.11698,boss
0,160.26295,-0.6272929,0.6948878,GALAXY,0.6948878,0,0,boss
0,160.57487,0.12769165,0.1752892,GALAXY,0.1752892,180.5665,78.65946,boss
1237648721222238719,160.52349,-0.061648569,0.3215355,GALAXY,0.3215355,111.1756,22.24799,boss
1237654670277083884,160.61597,0.18372831,0.54875,GALAXY,0.54875,196.1596,33.37138,boss
1237648720148234972,160.01978,-0.94741661,0.5388657,GALAXY,0.5388657,104.5238,110.4105,boss
1237654668666340068,160.2423,-1.1971096,0.5906782,GALAXY,0.5906782,214.8537,47.46082,boss
1237651755080417938,171.62273,3.3338239,0.5930322,GALAXY,0.5930322,283.7409,46.11602,boss
1237651755080352510,171.54006,3.3124197,0.6496159,GALAXY,0.6496159,265.5222,55.08243,boss
1237651755080351879,171.44719,3.4168837,0.04774572,GALAXY,0.04774572,0,77.79466,boss
1237654030865465708,171.53318,3.2623492,0.6024693,GALAXY,0.6024693,0,183.5326,boss
1237654031402271236,171.44465,3.5072342,0.5923065,GALAXY,0.5923065,263.9511,39.70639,boss
1237654031402205795,171.35694,3.5120395,0.5124712,GALAXY,0.5124712,151.5506,29.8246,boss
1237651755080352375,171.42418,3.4705751,0.6507291,GALAXY,0.6507291,94.19987,36.87674,boss
1237654031402271346,171.48637,3.5713542,0.361361,GALAXY,0.361361,215.4666,26.12006,boss
1237655123929858429,171.60412,3.6697103,0.534674,GALAXY,0.534674,100.519,25.81485,boss
1237655123929858191,171.53113,3.7461523,0.3144183,GALAXY,0.3144183,194.2122,12.21374,boss
1237655123929858491,171.63338,3.78548,0.4623755,GALAXY,0.4623755,268.7904,41.72415,boss
1237654031402336763,171.544,3.5923113,0.6041919,GALAXY,0.6041919,188.1791,71.76981,boss
1237654604257034904,171.58951,3.8825134,0.5864971,GALAXY,0.5864971,219.5604,39.9719,boss
1237655124466729381,171.59415,4.1563771,0.4481687,GALAXY,0.4481687,285.5768,23.47048,boss
1237655124466729270,171.53137,4.0353783,0.4716619,GALAXY,0.4716619,220.5972,27.70796,boss
1237654604257034909,171.58921,3.8413806,0.6039584,GALAXY,0.6039584,196.5818,37.02206,boss
1237654604793905230,171.57674,4.2606997,0.5978752,GALAXY,0.5978752,322.1915,40.83147,boss
1237655124466794992,171.6473,4.1703559,0.5220479,GALAXY,0.5220479,243.5133,42.96947,boss
1237655124466598579,171.26009,4.1387851,0.5944651,GALAXY,0.5944651,278.3363,63.632,boss
1237655123929792657,171.40822,3.7411499,0.252448,GALAXY,0.252448,225.7542,11.87509,boss
1237654604256904087,171.35159,3.8598539,0.6487713,GALAXY,0.6487713,249.8744,52.03424,boss
0,171.25278,3.943609,0.2213713,GALAXY,0.2213713,392.8309,158.4236,boss
1237655123929727466,171.19905,3.77877,0.5975578,GALAXY,0.5975578,223.4906,41.01553,boss
1237655124466533072,171.12772,4.0417901,0.6459992,GALAXY,0.6459992,272.0127,70.81448,boss
1237654604256903979,171.29475,3.9983115,0.5228159,GALAXY,0.5228159,300.4948,41.98188,boss
1237654604793708846,171.17998,4.245285,0.5905361,GALAXY,0.5905361,69.00394,38.68641,boss
1237654605867647994,171.69919,5.1646782,0.4639727,GALAXY,0.4639727,116.2358,35.88942,boss
1237655126077407280,171.66921,5.3107409,0.4558617,GALAXY,0.4558617,106.2748,22.55536,boss
1237654605867647635,171.59938,5.2338314,0.5765175,GALAXY,0.5765175,233.9618,36.39655,boss
1237655125540405705,171.43286,5.0557675,0.5361117,GALAXY,0.5361117,152.5902,26.65741,boss
1237654605867582078,171.4798,5.2440397,0.6392733,GALAXY,0.6392733,158.6004,33.5267,boss
1237654605867581992,171.45737,5.1574257,0.5481141,GALAXY,0.5481141,136.7642,30.68847,boss
1237654605867648237,171.68434,5.254247,0.4997833,GALAXY,0.4997833,154.2792,51.07106,boss
1237655125540405436,171.45495,5.0242354,0.5345377,GALAXY,0.5345377,298.6432,47.724,boss
1237655126077407649,171.68047,5.2950883,0.5252237,GALAXY,0.5252237,155.8388,28.23688,boss
1237655125540405670,171.4181,5.0000407,0.4954871,GALAXY,0.4954871,241.079,52.24881,boss
1237654605867516519,171.31451,5.0811863,0.6118685,GALAXY,0.6118685,287.9843,70.41901,boss
1237655125540536621,171.63614,4.9620629,0.7476873,GALAXY,0.7476873,125.0942,28.35525,boss
1237655125003469168,171.24532,4.566635,0.6053678,GALAXY,0.6053678,281.0817,65.6488,boss
1237654605330645006,171.28681,4.7807855,0.6018769,GALAXY,0.6018769,245.5678,61.59544,boss
1237655125540340222,171.29478,4.9166956,0.5530055,GALAXY,0.5530055,326.0764,94.85907,boss
1237655125003469160,171.24486,4.5301643,0.3597744,GALAXY,0.3597744,234.7801,44.24856,boss
1237655125003403728,171.15951,4.4617552,0.6022246,GALAXY,0.6022246,232.921,74.82438,boss
1237654604793709803,171.22895,4.4338543,0.03948,GALAXY,0.03948,0,98.10229,boss
1237655125003534538,171.3191,4.60658,0.5873781,GALAXY,0.5873781,220.9613,30.78062,boss
1237654604793709586,171.21099,4.3228633,0.5934008,GALAXY,0.5934008,348.1193,59.85754,boss
1237654604793709047,171.13575,4.337783,0.4666868,GALAXY,0.4666868,261.1577,38.23912,boss
1237654605330579661,171.13805,4.6642087,0.4123716,GALAXY,0.4123716,242.6031,30.30488,boss
1237654604793709158,171.18099,4.3588396,0.5947025,GALAXY,0.5947025,158.3733,32.68711,boss
1237654604793708993,171.119,4.2947215,0.5907961,GALAXY,0.5907961,222.7118,38.47889,boss
1237655125003600200,171.56826,4.4975475,0.5963002,GALAXY,0.5963002,193.7244,56.80871,boss
1237654605330710963,171.45281,4.8233602,0.1652415,GALAXY,0.1652415,109.2167,70.97106,boss
1237655125003469004,171.29511,4.4771051,0.1499093,GALAXY,0.1499093,69.07217,35.45067,boss
1237654604793774887,171.29589,4.4011557,0.6063107,GALAXY,0.6063107,41.48416,50.33911,boss
1237654604793839996,171.43922,4.3493293,0.2437909,GALAXY,0.2437909,227.2638,81.97048,boss
1237655125003534556,171.3316,4.4926633,0.4111451,GALAXY,0.4111451,189.803,26.79349,boss
1237655125003534706,171.40327,4.6224535,0.3787099,GALAXY,0.3787099,270.536,30.25878,boss
1237655126077473397,171.84807,5.3502785,0.6409765,GALAXY,0.6409765,248.8016,50.62809,boss
1237654605867778460,171.85635,5.1762987,0.4054215,GALAXY,0.4054215,194.8625,27.20376,boss
1237654605867779043,171.86999,5.1385053,0.6951507,GALAXY,0.6951507,850,-3,boss
1237655126077473417,171.88176,5.3100332,0.5531726,GALAXY,0.5531726,175.6606,45.70962,boss
1237655125540536445,171.74283,5.0654766,0.5566574,GALAXY,0.5566574,251.6323,40.21103,boss
1237654606404649638,171.96683,5.609615,0.494709,GALAXY,0.494709,203.795,25.23757,boss
1237655125540602586,171.79295,4.9506757,0.6914876,GALAXY,0.6914876,259.9164,53.62459,boss
1237654605867713573,171.82571,5.1474505,0.5647477,GALAXY,0.5647477,201.0089,63.80886,boss
1237654604793447196,170.61818,4.2214497,0.5053103,GALAXY,0.5053103,107.8493,26.25245,boss
1237654604793447227,170.62541,4.3031764,0.6082981,GALAXY,0.6082981,303.2625,173.2897,boss
1237655125003272460,170.73851,4.4714138,0.5787257,GALAXY,0.5787257,133.2488,32.97918,boss
1237654604793446638,170.61344,4.2832052,0.03866717,GALAXY,0.03866717,47.97529,35.39425,boss
1237655125003272483,170.75566,4.4613933,0.5782523,GALAXY,0.5782523,233.9051,50.87061,boss
1237651755079958838,170.54178,3.4515323,0.4867576,GALAXY,0.4867576,214.5195,44.43159,boss
1237654030864941268,170.41218,3.0577157,0.2620143,GALAXY,0.2620143,245.235,11.3089,boss
1237651754542957213,170.36579,3.0400535,0.5297973,GALAXY,0.5297973,304.4295,71.04099,boss
1237654030865007004,170.47707,3.1106794,0.5335774,GALAXY,0.5335774,217.1768,44.6473,boss
1237654030864941231,170.38268,3.1434401,0.1065042,GALAXY,0.1065042,120.2441,8.778002,boss
1237654031401877823,170.47317,3.5587233,0.4390225,GALAXY,0.4390225,300.6293,27.09919,boss
0,170.45843,3.2310299,0.5870242,GALAXY,0.5870242,454.291,276.4379,boss
1237651755079893586,170.46922,3.4627014,0.5615619,GALAXY,0.5615619,243.785,30.40869,boss
1237654604256510781,170.52701,3.8159794,0.6889257,GALAXY,0.6889257,256.5854,54.35452,boss
1237655123929399722,170.44229,3.7529089,0.6347764,GALAXY,0.6347764,236.7488,36.34018,boss
1237655123929399912,170.58714,3.6123091,0.5164887,GALAXY,0.5164887,118.7352,30.00894,boss
1237655123929399343,170.53555,3.7217831,0.5903895,GALAXY,0.5903895,0,0,boss
1237654031401812506,170.41932,3.5750765,0.5157933,GALAXY,0.5157933,255.4147,58.63914,boss
1237655123929399300,170.44399,3.6662848,0.352496,GALAXY,0.352496,233.3039,34.15873,boss
1237654604256575873,170.54246,3.802338,0.4951093,GALAXY,0.4951093,265.7928,44.0845,boss
1237655124466270683,170.47356,4.068973,0.5620366,GALAXY,0.5620366,192.652,41.02227,boss
1237654604256576263,170.53165,3.9394447,0.6868385,GALAXY,0.6868385,372.1816,56.12308,boss
1237654604256510022,170.50939,3.8323469,0.496038,GALAXY,0.496038,274.6307,46.65199,boss
1237654604793447145,170.60203,4.3710424,0.3280497,GALAXY,0.3280497,117.6422,20.63614,boss
1237654604793447487,170.58643,4.2687927,0.506166,GALAXY,0.506166,160.034,36.24216,boss
1237654604793447100,170.59191,4.3275571,0.5042694,GALAXY,0.5042694,256.3636,62.27991,boss
0,170.5444,4.2510174,0.157762,GALAXY,0.157762,0,0,boss
1237654604256575921,170.56026,3.9095113,0.5028224,GALAXY,0.5028224,177.7568,28.14499,boss
1237654604793447165,170.61143,4.2377359,0.4630598,GALAXY,0.4630598,91.08298,33.21819,boss
1237654604793447130,170.59782,4.4128177,0.325945,GALAXY,0.325945,173.0257,24.71872,boss
1237654604793447126,170.60004,4.3052911,0.5070537,GALAXY,0.5070537,248.8056,33.36412,boss
1237655124466336005,170.58018,4.0964571,0.3507884,GALAXY,0.3507884,103.1081,24.55733,boss
1237654604793447038,170.57645,4.3006717,0.5075599,GALAXY,0.5075599,300.6413,34.79083,boss
1237655125003206783,170.57721,4.4303341,0.3278011,GALAXY,0.3278011,238.6515,25.9018,boss
1237654604793381700,170.49253,4.3297228,0.5071871,GALAXY,0.5071871,236.8424,35.39425,boss
1237654030864941654,170.34816,3.0649308,0.529438,GALAXY,0.529438,170.1161,33.4442,boss
1237651737363349721,170.26526,3.1292416,0.2487832,GALAXY,0.2487832,217.9986,16.97523,boss
1237654030864941328,170.36404,3.193155,0.2597756,GALAXY,0.2597756,189.0617,14.7456,boss
1237651754542957333,170.29296,3.0043444,0.5621927,GALAXY,0.5621927,177.1697,35.13303,boss
1237654030864941594,170.33144,3.2341871,0.3460071,GALAXY,0.3460071,193.3988,27.0546,boss
1237654030864941332,170.36763,3.246229,0.5617083,GALAXY,0.5617083,266.8951,37.56137,boss
1237651755079827602,170.35206,3.4286229,0.7692369,GALAXY,0.7692369,0,285.0786,boss
0,170.33885,3.5356091,0.7912628,GALAXY,0.7912628,230.2263,84.12318,boss
1237655123929334016,170.41901,3.7005146,0.3527186,GALAXY,0.3527186,240.1318,20.75691,boss
1237655123929334111,170.34724,3.5867514,0.4397435,GALAXY,0.4397435,178.0295,42.1637,boss
1237655123929334153,170.40819,3.7155664,0.3533493,GALAXY,0.3533493,228.571,25.26193,boss
1237655125557379096,210.25446,4.6023216,0.6295214,GALAXY,0.6295214,284.7544,44.85296,boss
1237655125557314173,210.1438,4.6613121,0.3653921,GALAXY,0.3653921,191.9624,26.93168,boss
1237655125557313710,210.0777,4.6153171,0.1557595,GALAXY,0.1557595,248.7912,7.610209,boss
1237654881271808434,210.20002,5.1822751,0.5015636,GALAXY,0.5015636,122.6406,40.45451,boss
1237655126631055909,210.23376,5.402002,0.63333,GALAXY,0.63333,176.672,50.08567,boss
1237654881271808292,210.23621,5.1638565,0.4962402,GALAXY,0.4962402,123.3536,49.20748,boss
1237654881271808346,210.2658,5.2227188,0.2525109,GALAXY,0.2525109,179.5578,14.59879,boss
1237654881271808794,210.23701,5.3421554,0.5503688,GALAXY,0.5503688,262.2022,51.49249,boss
1237655126094250757,210.29452,5.1453883,0.5105325,GALAXY,0.5105325,274.5359,108.9924,boss
